	MedCodeId	Observations	Term	CVD		
1273	a9843651000006111	1	Right vertebral artery dissection	CVD		
1274	a3687331000006115	1	Acute hemorrhagic leukoencephalitis	CVD		
1275	a124081000006114	1	Subdural h'ge inj + open intracranial wnd+concussion unspec	CVD		
1276	a5597601000006115	1	Ruptured aneurysm of basilar artery	CVD		
1277	a7289131000006116	1	Recurrent transient cerebral ischemic attack	CVD		
1278	a3070021000006116	1	Orbital apex-sphenoid syndrome	CVD		
1279	a7497191000006114	1	Chronic non-traumatic intracranial subdural haemorrhage	CVD		
1280	a123331000006114	1	Subarach h'ge inj no open intracran wnd+LOC unspec duration	CVD		
1281	a200621000006117	1	Puerperal cerebrovascular disorder with antenatal complication	CVD		
1282	a13905301000006116	1	Bilateral occlusion of pontine arteries	CVD		
1283	a7572391000006114	1	Perimesencephalic subarachnoid hemorrhage	CVD		
1284	a3533575015	1	Spontaneous intracranial hemorrhage	CVD		
1285	a13905301000006116	1	Bilateral occlusion of pontine arteries	CVD		
1286	a3930501000006113	1	Amaurosis fugax (one sided temporary vision loss)	CVD		
1287	a5011331000006114	1	Anterior cerebral circulation haemorrhagic infarction	CVD		
1288	a7289131000006116	1	Recurrent transient cerebral ischemic attack	CVD		
1289	a3505881015	1	Right middle cerebral artery thrombosis	CVD		
1290	a13909891000006118	1	Cerebral ischaemic stroke due to hypercoagulable state	CVD		
1291	a5011571000006117	1	Subarachnoid hemorrhage due to ruptured arteriovenous malformation	CVD		
1292	a200631000006119	1	Puerperal cerebrovascular disorder with postnatal complication	CVD		
1293	a5597491000006112	1	Ruptured aneurysm of middle cerebral artery	CVD		
1294	a3505881015	1	Right middle cerebral artery thrombosis	CVD		
1295	a659971000006111	1	Extradural haemorrhage following injury with open intracranial wound AND moderate loss of consciousness (1-24 hours)	CVD		
1296	a7751381000006116	1	Sneddon syndrome	CVD		
1297	a13909891000006118	1	Cerebral ischaemic stroke due to hypercoagulable state	CVD		
1298	a3505555010	1	Occlusion of right vertebral artery	CVD		
1299	a2832661000006113	1	Subcortical hemorrhage	CVD		
1300	a3515795019	1	Acute nontraumatic subdural haemorrhage	CVD		
1301	a7951271000006116	1	Haemorrhage of medulla oblongata	CVD		
1302	a7951271000006116	1	Haemorrhage of medulla oblongata	CVD		
1303	a989211000006119	1	Cerebral haemorrhage NOS	CVD		
1304	a7525971000006116	1	Embolism of middle cerebral artery	CVD		
1305	a3610791000006116	1	Pseudotumour cerebri	CVD		
1306	a5649201000006113	1	Extension of cerebrovascular accident	CVD		
1307	a2841171000006115	1	Subarachnoid intracranial hemorrhage	CVD		
1308	a2841151000006113	1	SAH - Subarachnoid hemorrhage	CVD		
1309	a5656921000006118	1	Non-traumatic intracranial subdural haematoma	CVD		
1310	a4056951000006111	1	Brainstem haemorrhage	CVD		
1311	a4056951000006111	1	Brainstem haemorrhage	CVD		
1312	a7064691000006118	1	Transient cerebral ischaemia due to atrial fibrillation	CVD		
1313	a3509790014	1	Cerebrovascular accident due to occlusion of right posterior cerebral artery	CVD		
1314	a7064691000006118	1	Transient cerebral ischaemia due to atrial fibrillation	CVD		
1315	a3509790014	1	Cerebrovascular accident due to occlusion of right posterior cerebral artery	CVD		
1316	a5726831000006118	1	Cerebral ischaemia	CVD		
1317	a2893541000006113	1	Weber-Gubler syndrome	CVD		
1318	a3509777019	1	Cerebrovascular accident due to occlusion of left pontine artery	CVD		
1319	a12223131000006114	1	ICH - intracerebral hemorrhage	CVD		
1320	a5011421000006117	1	Thalamic hemorrhage	CVD		
1321	a989201000006117	1	Cerebral haemorrhage	CVD		
1322	a5011421000006117	1	Thalamic hemorrhage	CVD		
1323	a660011000006116	1	Extradural haemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour)	CVD		
1324	a3508952018	1	Cerebrovascular accident due to thrombus of left carotid artery	CVD		
1325	a3414231000006117	1	MID - Multi-infarct dementia	CVD		
1326	a3508952018	1	Cerebrovascular accident due to thrombus of left carotid artery	CVD		
1327	a3414231000006117	1	MID - Multi-infarct dementia	CVD		
1328	a660061000006118	1	Extradural h'ge inj no open intracran wnd+1-24hr loss consc	CVD		
1329	a3964671000006119	1	Chronic progressive subcortical encephalopathy	CVD		
1330	a2893541000006113	1	Weber-Gubler syndrome	CVD		
1331	a5649201000006113	1	Extension of cerebrovascular accident	CVD		
1332	a124101000006118	1	Subdural haemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour)	CVD		
1333	a4396451000006110	1	Intracranial haemorrhage following injury with brief loss of consciousness	CVD		
1334	a3964671000006119	1	Chronic progressive subcortical encephalopathy	CVD		
1335	a3687811000006118	1	Cerebral hemisphere haemorrhage	CVD		
1336	a39761000006111	1	Oth cereb h'ge inj no open intracran wnd+LOC unspec duration	CVD		
1337	a2726591000006119	1	Anterior choroidal artery syndrome	CVD		
1338	a2832661000006113	1	Subcortical hemorrhage	CVD		
1339	a8089851000006116	1	Nontraumatic intracerebral haemorrhage	CVD		
1340	a2726591000006119	1	Anterior choroidal artery syndrome	CVD		
1341	a39731000006119	1	Oth cereb h'ge inj no open intracran wnd+>24hr LOC +recovery	CVD		
1342	a5582951000006110	1	Unruptured aneurysm of basilar artery	CVD		
1343	a35791000006117	1	Other cerebral h'ge after injury + open intracranial wound	CVD		
1344	a12223131000006114	1	ICH - intracerebral hemorrhage	CVD		
1345	a989201000006117	1	Cerebral haemorrhage	CVD		
1346	a3510816012	1	Acute nontraumatic subdural hemorrhage	CVD		
1347	a5459241000006110	1	Traumatic intracranial subdural hematoma	CVD		
1348	a4057041000006110	1	Brain stem stroke	CVD		
1349	a4057051000006112	1	Infarction of brain stem	CVD		
1350	a3719851000006116	1	Cerebellar hemorrhage	CVD		
1351	a989211000006119	1	Cerebral haemorrhage NOS	CVD		
1352	a8089871000006114	1	Spontaneous subacute subdural hemorrhage	CVD		
1353	a7563211000006113	1	Susac syndrome	CVD		
1354	a4057041000006110	1	Brain stem stroke	CVD		
1355	a4057051000006112	1	Infarction of brain stem	CVD		
1356	a5111331000006119	1	Pituitary haemorrhage	CVD		
1357	a8011371000006117	1	Sequela of ischaemic cerebral infarction	CVD		
1358	a4778311000006112	1	Sequelae of cerebrovascular disease	CVD		
1359	a124181000006110	1	Subdural h'ge inj no open intracranial wound+<1hr loss consc	CVD		
1360	a3719851000006116	1	Cerebellar hemorrhage	CVD		
1361	a5459221000006115	1	Traumatic cranial subdural haematoma	CVD		
